PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26598731","Animal-microbe interactions and the evolution of nervous systems","Eisthen HL, Theis KR.","Philos Trans R Soc Lond B Biol Sci. 2016 Jan 5;371(1685):20150052. doi: 10.1098/rstb.2015.0052.","Eisthen HL","Philos Trans R Soc Lond B Biol Sci","2016","2015/11/25","PMC4685587","","10.1098/rstb.2015.0052"
"32846714","Insect behaviour and the microbiome","Lewis Z, Lizé A.","Curr Opin Insect Sci. 2015 Jun;9:86-90. doi: 10.1016/j.cois.2015.03.003. Epub 2015 Mar 19.","Lewis Z","Curr Opin Insect Sci","2015","2020/08/28","","","10.1016/j.cois.2015.03.003"
"35218585","Zinc and gut microbiota in health and gastrointestinal disease under the COVID-19 suggestion","Scarpellini E, Balsiger LM, Maurizi V, Rinninella E, Gasbarrini A, Giostra N, Santori P, Abenavoli L, Rasetti C.","Biofactors. 2022 Mar;48(2):294-306. doi: 10.1002/biof.1829. Epub 2022 Feb 26.","Scarpellini E","Biofactors","2022","2022/02/26","PMC9082519","","10.1002/biof.1829"
"34095319","The Immunomodulatory Effect of the Gut Microbiota in Kidney Disease","Chi M, Ma K, Wang J, Ding Z, Li Y, Zhu S, Liang X, Zhang Q, Song L, Liu C.","J Immunol Res. 2021 May 15;2021:5516035. doi: 10.1155/2021/5516035. eCollection 2021.","Chi M","J Immunol Res","2021","2021/06/07","PMC8140847","","10.1155/2021/5516035"
"30425806","Probiotics and their role in gastrointestinal cancers prevention and treatment; an overview","Javanmard A, Ashtari S, Sabet B, Davoodi SH, Rostami-Nejad M, Esmaeil Akbari M, Niaz A, Mortazavian AM.","Gastroenterol Hepatol Bed Bench. 2018 Fall;11(4):284-295.","Javanmard A","Gastroenterol Hepatol Bed Bench","2018","2018/11/15","PMC6204245","",""
"31015559","Gut bacteria of the cowpea beetle mediate its resistance to dichlorvos and susceptibility to Lippia adoensis essential oil","Akami M, Njintang NY, Gbaye OA, Andongma AA, Rashid MA, Niu CY, Nukenine EN.","Sci Rep. 2019 Apr 23;9(1):6435. doi: 10.1038/s41598-019-42843-1.","Akami M","Sci Rep","2019","2019/04/25","PMC6478711","","10.1038/s41598-019-42843-1"
"32130694","Recycling the Interspecific Relations with Epithelial Cells: Bacteria and Cancer Metabolic Symbiosis","Nunes SC, Serpa J.","Adv Exp Med Biol. 2020;1219:77-91. doi: 10.1007/978-3-030-34025-4_4.","Nunes SC","Adv Exp Med Biol","2020","2020/03/05","","","10.1007/978-3-030-34025-4_4"
"24160697","Understanding and modulating mammalian-microbial communication for improved human health","Mani S, Boelsterli UA, Redinbo MR.","Annu Rev Pharmacol Toxicol. 2014;54:559-80. doi: 10.1146/annurev-pharmtox-011613-140007. Epub 2013 Oct 23.","Mani S","Annu Rev Pharmacol Toxicol","2014","2013/10/29","PMC3947301","NIHMS537295","10.1146/annurev-pharmtox-011613-140007"
"23258401","Healthy effects exerted by prebiotics, probiotics, and symbiotics with special reference to their impact on the immune system","Jirillo E, Jirillo F, Magrone T.","Int J Vitam Nutr Res. 2012 Jun;82(3):200-8. doi: 10.1024/0300-9831/a000112.","Jirillo E","Int J Vitam Nutr Res","2012","2012/12/22","","","10.1024/0300-9831/a000112"
"28697806","Control of lupus nephritis by changes of gut microbiota","Mu Q, Zhang H, Liao X, Lin K, Liu H, Edwards MR, Ahmed SA, Yuan R, Li L, Cecere TE, Branson DB, Kirby JL, Goswami P, Leeth CM, Read KA, Oestreich KJ, Vieson MD, Reilly CM, Luo XM.","Microbiome. 2017 Jul 11;5(1):73. doi: 10.1186/s40168-017-0300-8.","Mu Q","Microbiome","2017","2017/07/13","PMC5505136","","10.1186/s40168-017-0300-8"
"26579078","Metabolomic insights into the intricate gut microbial-host interaction in the development of obesity and type 2 diabetes","Palau-Rodriguez M, Tulipani S, Isabel Queipo-Ortuño M, Urpi-Sarda M, Tinahones FJ, Andres-Lacueva C.","Front Microbiol. 2015 Oct 27;6:1151. doi: 10.3389/fmicb.2015.01151. eCollection 2015.","Palau-Rodriguez M","Front Microbiol","2015","2015/11/19","PMC4621279","","10.3389/fmicb.2015.01151"
"25591467","Microbes and B cell development","Wesemann DR.","Adv Immunol. 2015;125:155-78. doi: 10.1016/bs.ai.2014.09.005. Epub 2014 Dec 24.","Wesemann DR","Adv Immunol","2015","2015/01/17","","","10.1016/bs.ai.2014.09.005"
"32062786","Role of preoperative gut microbiota on colorectal anastomotic leakage: preliminary results","Palmisano S, Campisciano G, Iacuzzo C, Bonadio L, Zucca A, Cosola D, Comar M, de Manzini N.","Updates Surg. 2020 Dec;72(4):1013-1022. doi: 10.1007/s13304-020-00720-x. Epub 2020 Feb 15.","Palmisano S","Updates Surg","2020","2020/02/17","","","10.1007/s13304-020-00720-x"
"29715482","PGRP-LB homolog acts as a negative modulator of immunity in maintaining the gut-microbe symbiosis of red palm weevil, Rhynchophorus ferrugineus Olivier","Dawadi B, Wang X, Xiao R, Muhammad A, Hou Y, Shi Z.","Dev Comp Immunol. 2018 Sep;86:65-77. doi: 10.1016/j.dci.2018.04.021. Epub 2018 Apr 30.","Dawadi B","Dev Comp Immunol","2018","2018/05/02","","","10.1016/j.dci.2018.04.021"
"31681281","Uterine Immunity and Microbiota: A Shifting Paradigm","Agostinis C, Mangogna A, Bossi F, Ricci G, Kishore U, Bulla R.","Front Immunol. 2019 Oct 17;10:2387. doi: 10.3389/fimmu.2019.02387. eCollection 2019.","Agostinis C","Front Immunol","2019","2019/11/05","PMC6811518","","10.3389/fimmu.2019.02387"
"35547153","Selective Maternal Seeding and Rearing Environment From Birth to Weaning Shape the Developing Piglet Gut Microbiome","Chen W, Ma J, Jiang Y, Deng L, Lv N, Gao J, Cheng J, Liang JB, Wang Y, Lan T, Liao X, Mi J.","Front Microbiol. 2022 Apr 25;13:795101. doi: 10.3389/fmicb.2022.795101. eCollection 2022.","Chen W","Front Microbiol","2022","2022/05/13","PMC9083071","","10.3389/fmicb.2022.795101"
"30656552","Can Postbiotics Represent a New Strategy for NEC?","Mosca F, Gianni ML, Rescigno M.","Adv Exp Med Biol. 2019;1125:37-45. doi: 10.1007/5584_2018_314.","Mosca F","Adv Exp Med Biol","2019","2019/01/19","","","10.1007/5584_2018_314"
"29753796","The Neuroendocrinology of the Microbiota-Gut-Brain Axis: A Behavioural Perspective","Cussotto S, Sandhu KV, Dinan TG, Cryan JF.","Front Neuroendocrinol. 2018 Oct;51:80-101. doi: 10.1016/j.yfrne.2018.04.002. Epub 2018 May 16.","Cussotto S","Front Neuroendocrinol","2018","2018/05/14","","","10.1016/j.yfrne.2018.04.002"
"30535886","Intestinal Microbiota Is Altered in Patients with Gastric Cancer from Shanxi Province, China","Qi YF, Sun JN, Ren LF, Cao XL, Dong JH, Tao K, Guan XM, Cui YN, Su W.","Dig Dis Sci. 2019 May;64(5):1193-1203. doi: 10.1007/s10620-018-5411-y. Epub 2018 Dec 7.","Qi YF","Dig Dis Sci","2019","2018/12/12","","","10.1007/s10620-018-5411-y"
"32457847","Impact of Symbiosis Between Trichomonas vaginalis and Mycoplasma hominis on Vaginal Dysbiosis: A Mini Review","Margarita V, Fiori PL, Rappelli P.","Front Cell Infect Microbiol. 2020 May 8;10:179. doi: 10.3389/fcimb.2020.00179. eCollection 2020.","Margarita V","Front Cell Infect Microbiol","2020","2020/05/28","PMC7226223","","10.3389/fcimb.2020.00179"
"28127053","Comparison of bacterial microbiota of the predatory mite Neoseiulus cucumeris (Acari: Phytoseiidae) and its factitious prey Tyrophagus putrescentiae (Acari: Acaridae)","Pekas A, Palevsky E, Sumner JC, Perotti MA, Nesvorna M, Hubert J.","Sci Rep. 2017 Jan 31;7(1):2. doi: 10.1038/s41598-017-00046-6.","Pekas A","Sci Rep","2017","2017/01/28","PMC5428342","","10.1038/s41598-017-00046-6"
"26271635","Diet specialization selects for an unusual and simplified gut microbiota in two- and three-toed sloths","Dill-McFarland KA, Weimer PJ, Pauli JN, Peery MZ, Suen G.","Environ Microbiol. 2016 May;18(5):1391-402. doi: 10.1111/1462-2920.13022. Epub 2015 Sep 10.","Dill-McFarland KA","Environ Microbiol","2016","2015/08/15","","","10.1111/1462-2920.13022"
"24452239","The marriage of nutrigenomics with the microbiome: the case of infant-associated bifidobacteria and milk","Sela DA, Mills DA.","Am J Clin Nutr. 2014 Mar;99(3):697S-703S. doi: 10.3945/ajcn.113.071795. Epub 2014 Jan 22.","Sela DA","Am J Clin Nutr","2014","2014/01/24","PMC3927697","","10.3945/ajcn.113.071795"
"22659204","Paratransgenesis: an approach to improve colony health and molecular insight in honey bees (Apis mellifera)?","Rangberg A, Diep DB, Rudi K, Amdam GV.","Integr Comp Biol. 2012 Jul;52(1):89-99. doi: 10.1093/icb/ics089. Epub 2012 Jun 1.","Rangberg A","Integr Comp Biol","2012","2012/06/05","","","10.1093/icb/ics089"
"33653943","Nutraceuticals Induced Changes in the Broiler Gastrointestinal Tract Microbiota","Tolnai E, Fauszt P, Fidler G, Pesti-Asboth G, Szilagyi E, Stagel A, Konya J, Szabo J, Stundl L, Babinszky L, Remenyik J, Biro S, Paholcsek M.","mSystems. 2021 Mar 2;6(2):e01124-20. doi: 10.1128/mSystems.01124-20.","Tolnai E","mSystems","2021","2021/03/03","PMC8546996","","10.1128/mSystems.01124-20"
"29478734","Lupus: The microbiome angle","Yacoub R, Jacob A, Wlaschin J, McGregor M, Quigg RJ, Alexander JJ.","Immunobiology. 2018 Jun-Jul;223(6-7):460-465. doi: 10.1016/j.imbio.2017.11.004. Epub 2017 Nov 16.","Yacoub R","Immunobiology","2018","2018/02/27","","","10.1016/j.imbio.2017.11.004"
"33626077","Immunity and survival response of Atta cephalotes (Hymenoptera: Myrmicinae) workers to Metarhizium anisopliae infection: Potential role of their associated microbiota","Valencia-Giraldo SM, Niño-Castro A, López-Peña A, Trejos-Vidal D, Correa-Bueno O, Montoya-Lerma J.","PLoS One. 2021 Feb 24;16(2):e0247545. doi: 10.1371/journal.pone.0247545. eCollection 2021.","Valencia-Giraldo SM","PLoS One","2021","2021/02/24","PMC7904218","","10.1371/journal.pone.0247545"
"27230747","Longevity-modulating effects of symbiosis: insights from Drosophila-Wolbachia interaction","Maistrenko OM, Serga SV, Vaiserman AM, Kozeretska IA.","Biogerontology. 2016 Nov;17(5-6):785-803. doi: 10.1007/s10522-016-9653-9. Epub 2016 May 26.","Maistrenko OM","Biogerontology","2016","2016/05/28","","","10.1007/s10522-016-9653-9"
"35163417","The Association between Gut Microbiota and Osteoarthritis: Does the Disease Begin in the Gut?","Ramires LC, Santos GS, Ramires RP, da Fonseca LF, Jeyaraman M, Muthu S, Lana AV, Azzini G, Smith CS, Lana JF.","Int J Mol Sci. 2022 Jan 27;23(3):1494. doi: 10.3390/ijms23031494.","Ramires LC","Int J Mol Sci","2022","2022/02/15","PMC8835947","","10.3390/ijms23031494"
"31694161","Circulating Metabolites Originating from Gut Microbiota Control Endothelial Cell Function","Amedei A, Morbidelli L.","Molecules. 2019 Nov 5;24(21):3992. doi: 10.3390/molecules24213992.","Amedei A","Molecules","2019","2019/11/08","PMC6864778","","10.3390/molecules24213992"
"27064448","Nod2-mediated recognition of the microbiota is critical for mucosal adjuvant activity of cholera toxin","Kim D, Kim YG, Seo SU, Kim DJ, Kamada N, Prescott D, Chamaillard M, Philpott DJ, Rosenstiel P, Inohara N, Núñez G.","Nat Med. 2016 May;22(5):524-30. doi: 10.1038/nm.4075. Epub 2016 Apr 11.","Kim D","Nat Med","2016","2016/04/12","PMC4860092","NIHMS766298","10.1038/nm.4075"
"32656901","Sponge microbiome stability during environmental acquisition of highly specific photosymbionts","Britstein M, Cerrano C, Burgsdorf I, Zoccarato L, Kenny NJ, Riesgo A, Lalzar M, Steindler L.","Environ Microbiol. 2020 Aug;22(8):3593-3607. doi: 10.1111/1462-2920.15165. Epub 2020 Aug 5.","Britstein M","Environ Microbiol","2020","2020/07/14","","","10.1111/1462-2920.15165"
"31865438","Modulation of microbially derived short-chain fatty acids on intestinal homeostasis, metabolism, and neuropsychiatric disorder","Xiao S, Jiang S, Qian D, Duan J.","Appl Microbiol Biotechnol. 2020 Jan;104(2):589-601. doi: 10.1007/s00253-019-10312-4. Epub 2019 Dec 21.","Xiao S","Appl Microbiol Biotechnol","2020","2019/12/23","","","10.1007/s00253-019-10312-4"
"23663779","Bacterial-derived uracil as a modulator of mucosal immunity and gut-microbe homeostasis in Drosophila","Lee KA, Kim SH, Kim EK, Ha EM, You H, Kim B, Kim MJ, Kwon Y, Ryu JH, Lee WJ.","Cell. 2013 May 9;153(4):797-811. doi: 10.1016/j.cell.2013.04.009.","Lee KA","Cell","2013","2013/05/14","","","10.1016/j.cell.2013.04.009"
"34698580","Effect of kombucha intake on the gut microbiota and obesity-related comorbidities: A systematic review","Costa MAC, Vilela DLS, Fraiz GM, Lopes IL, Coelho AIM, Castro LCV, Martin JGP.","Crit Rev Food Sci Nutr. 2021 Oct 26:1-16. doi: 10.1080/10408398.2021.1995321. Online ahead of print.","Costa MAC","Crit Rev Food Sci Nutr","2021","2021/10/26","","","10.1080/10408398.2021.1995321"
"34399526","Tailor-made microbial consortium for Kombucha fermentation: Microbiota-induced biochemical changes and biofilm formation","Savary O, Mounier J, Thierry A, Poirier E, Jourdren J, Maillard MB, Penland M, Decamps C, Coton E, Coton M.","Food Res Int. 2021 Sep;147:110549. doi: 10.1016/j.foodres.2021.110549. Epub 2021 Jun 18.","Savary O","Food Res Int","2021","2021/08/17","","","10.1016/j.foodres.2021.110549"
"33736123","Variation of gut microbiota caused by an imbalance diet is detrimental to bugs' survival","Luo J, Cheng Y, Guo L, Wang A, Lu M, Xu L.","Sci Total Environ. 2021 Jun 1;771:144880. doi: 10.1016/j.scitotenv.2020.144880. Epub 2021 Jan 27.","Luo J","Sci Total Environ","2021","2021/03/19","","","10.1016/j.scitotenv.2020.144880"
"33633723","Helicobacter and the Potential Role in Neurological Disorders: There Is More Than Helicobacter pylori","Gorlé N, Bauwens E, Haesebrouck F, Smet A, Vandenbroucke RE.","Front Immunol. 2021 Jan 28;11:584165. doi: 10.3389/fimmu.2020.584165. eCollection 2020.","Gorlé N","Front Immunol","2021","2021/02/26","PMC7901999","","10.3389/fimmu.2020.584165"
"32815986","Columbia spotted frogs (Rana luteiventris) have characteristic skin microbiota that may be shaped by cutaneous skin peptides and the environment","Loudon AH, Kurtz A, Esposito E, Umile TP, Minbiole KPC, Parfrey LW, Sheafor BA.","FEMS Microbiol Ecol. 2020 Oct 1;96(10):fiaa168. doi: 10.1093/femsec/fiaa168.","Loudon AH","FEMS Microbiol Ecol","2020","2020/08/21","","","10.1093/femsec/fiaa168"
"23325116","Regulation of intestinal microbiota by the NLR protein family","Biswas A, Kobayashi KS.","Int Immunol. 2013 Apr;25(4):207-14. doi: 10.1093/intimm/dxs116. Epub 2013 Jan 15.","Biswas A","Int Immunol","2013","2013/01/18","PMC3597849","","10.1093/intimm/dxs116"
"34332628","Host habitat is the major determinant of the gut microbiome of fish","Kim PS, Shin NR, Lee JB, Kim MS, Whon TW, Hyun DW, Yun JH, Jung MJ, Kim JY, Bae JW.","Microbiome. 2021 Jul 31;9(1):166. doi: 10.1186/s40168-021-01113-x.","Kim PS","Microbiome","2021","2021/08/01","PMC8325807","","10.1186/s40168-021-01113-x"
"31315786","[Therapeutic Relevance of Human Microbiota and Lung Cancer]","Zhou H, Suo J, Zhu J.","Zhongguo Fei Ai Za Zhi. 2019 Jul 20;22(7):464-469. doi: 10.3779/j.issn.1009-3419.2019.07.09.","Zhou H","Zhongguo Fei Ai Za Zhi","2019","2019/07/19","PMC6712272","","10.3779/j.issn.1009-3419.2019.07.09"
"26664988","Salmonella enterica Serovars Enteritidis Infection Alters the Indigenous Microbiota Diversity in Young Layer Chicks","Mon KK, Saelao P, Halstead MM, Chanthavixay G, Chang HC, Garas L, Maga EA, Zhou H.","Front Vet Sci. 2015 Nov 23;2:61. doi: 10.3389/fvets.2015.00061. eCollection 2015.","Mon KK","Front Vet Sci","2015","2015/12/15","PMC4672283","","10.3389/fvets.2015.00061"
"33565558","Modulation of the gut microbiota by probiotics and symbiotics is associated with changes in serum metabolite profile related to a decrease in inflammation and overall benefits to metabolic health: a double-blind randomized controlled clinical trial in women with obesity","Crovesy L, El-Bacha T, Rosado EL.","Food Funct. 2021 Mar 15;12(5):2161-2170. doi: 10.1039/d0fo02748k.","Crovesy L","Food Funct","2021","2021/02/10","","","10.1039/d0fo02748k"
"34527601","Symbiotic Interactions Between Mosquitoes and Mosquito Viruses","Altinli M, Schnettler E, Sicard M.","Front Cell Infect Microbiol. 2021 Aug 30;11:694020. doi: 10.3389/fcimb.2021.694020. eCollection 2021.","Altinli M","Front Cell Infect Microbiol","2021","2021/09/16","PMC8435781","","10.3389/fcimb.2021.694020"
"35531940","Gut microbiota in bariatric surgery","Gasmi A, Bjørklund G, Mujawdiya PK, Semenova Y, Dosa A, Piscopo S, Pen JJ, Gasmi Benahmed A, Costea DO.","Crit Rev Food Sci Nutr. 2022 May 9:1-16. doi: 10.1080/10408398.2022.2067116. Online ahead of print.","Gasmi A","Crit Rev Food Sci Nutr","2022","2022/05/09","","","10.1080/10408398.2022.2067116"
"34973740","Polysaccharide from edible alga Gloiopeltis furcata attenuates intestinal mucosal damage by therapeutically remodeling the interactions between gut microbiota and mucin O-glycans","Pan L, Fu T, Cheng H, Mi J, Shang Q, Yu G.","Carbohydr Polym. 2022 Feb 15;278:118921. doi: 10.1016/j.carbpol.2021.118921. Epub 2021 Nov 30.","Pan L","Carbohydr Polym","2022","2022/01/02","","","10.1016/j.carbpol.2021.118921"
"34759313","Host immunomodulatory lipids created by symbionts from dietary amino acids","Oh SF, Praveena T, Song H, Yoo JS, Jung DJ, Erturk-Hasdemir D, Hwang YS, Lee CC, Le Nours J, Kim H, Lee J, Blumberg RS, Rossjohn J, Park SB, Kasper DL.","Nature. 2021 Dec;600(7888):302-307. doi: 10.1038/s41586-021-04083-0. Epub 2021 Nov 10.","Oh SF","Nature","2021","2021/11/11","PMC8999822","NIHMS1761295","10.1038/s41586-021-04083-0"
"29313275","Microbiome, Immunomodulation, and the Neuronal System","Marietta E, Horwath I, Taneja V.","Neurotherapeutics. 2018 Jan;15(1):23-30. doi: 10.1007/s13311-017-0601-4.","Marietta E","Neurotherapeutics","2018","2018/01/10","PMC5794710","","10.1007/s13311-017-0601-4"
"33255636","The Bifidogenic Effect Revisited-Ecology and Health Perspectives of Bifidobacterial Colonization in Early Life","Kumar H, Collado MC, Wopereis H, Salminen S, Knol J, Roeselers G.","Microorganisms. 2020 Nov 25;8(12):1855. doi: 10.3390/microorganisms8121855.","Kumar H","Microorganisms","2020","2020/12/01","PMC7760687","","10.3390/microorganisms8121855"
"26114142","Aerobic Bacterial Community of American Cockroach Periplaneta americana,a Step toward Finding Suitable Paratransgenesis Candidates","Akbari S, Oshaghi MA, Hashemi-Aghdam SS, Hajikhani S, Oshaghi G, Shirazi MH.","J Arthropod Borne Dis. 2014 Jul 16;9(1):35-48. eCollection 2015 Jun.","Akbari S","J Arthropod Borne Dis","2014","2015/06/27","PMC4478416","",""
"35527289","Host phylogeny, habitat, and diet are main drivers of the cephalopod and mollusk gut microbiome","Kang W, Kim PS, Tak EJ, Sung H, Shin NR, Hyun DW, Whon TW, Kim HS, Lee JY, Yun JH, Jung MJ, Bae JW.","Anim Microbiome. 2022 May 8;4(1):30. doi: 10.1186/s42523-022-00184-x.","Kang W","Anim Microbiome","2022","2022/05/08","PMC9082898","","10.1186/s42523-022-00184-x"
"34378246","Epithelial-immune crosstalk with the skin microbiota in homeostasis and atopic dermatitis - a mini review","Kobayashi T, Imanishi I.","Vet Dermatol. 2021 Dec;32(6):533-e147. doi: 10.1111/vde.13007. Epub 2021 Aug 10.","Kobayashi T","Vet Dermatol","2021","2021/08/11","","","10.1111/vde.13007"
"24795748","Elucidating the interactions between the human gut microbiota and its host through metabolic modeling","Shoaie S, Nielsen J.","Front Genet. 2014 Apr 22;5:86. doi: 10.3389/fgene.2014.00086. eCollection 2014.","Shoaie S","Front Genet","2014","2014/05/06","PMC4000997","","10.3389/fgene.2014.00086"
"28131442","The human gut microbiome as source of innovation for health: Which physiological and therapeutic outcomes could we expect?","Doré J, Multon MC, Béhier JM; participants of Giens XXXII, Round Table No. 2.","Therapie. 2017 Feb;72(1):21-38. doi: 10.1016/j.therap.2016.12.007. Epub 2017 Jan 3.","Doré J","Therapie","2017","2017/01/30","","","10.1016/j.therap.2016.12.007"
"33982776","Oral peroxidases: From antimicrobial agents to ecological actors (Review)","Courtois P.","Mol Med Rep. 2021 Jul;24(1):500. doi: 10.3892/mmr.2021.12139. Epub 2021 May 13.","Courtois P","Mol Med Rep","2021","2021/05/13","PMC8134873","","10.3892/mmr.2021.12139"
"34876203","Enterobacter hormaechei in the intestines of housefly larvae promotes host growth by inhibiting harmful intestinal bacteria","Zhang Q, Wang S, Zhang X, Zhang K, Liu W, Zhang R, Zhang Z.","Parasit Vectors. 2021 Dec 7;14(1):598. doi: 10.1186/s13071-021-05053-1.","Zhang Q","Parasit Vectors","2021","2021/12/08","PMC8653583","","10.1186/s13071-021-05053-1"
"31028027","Established Cotton Stainer Gut Bacterial Mutualists Evade Regulation by Host Antimicrobial Peptides","Onchuru TO, Kaltenpoth M.","Appl Environ Microbiol. 2019 Jun 17;85(13):e00738-19. doi: 10.1128/AEM.00738-19. Print 2019 Jul 1.","Onchuru TO","Appl Environ Microbiol","2019","2019/04/28","PMC6581184","","10.1128/AEM.00738-19"
"31400167","Acidic pH promotes lipopolysaccharide modification and alters colonization in a bacteria-animal mutualism","Schwartzman JA, Lynch JB, Flores Ramos S, Zhou L, Apicella MA, Yew JY, Ruby EG.","Mol Microbiol. 2019 Oct;112(4):1326-1338. doi: 10.1111/mmi.14365. Epub 2019 Aug 27.","Schwartzman JA","Mol Microbiol","2019","2019/08/11","PMC6823639","NIHMS1045946","10.1111/mmi.14365"
"31827089","Extracellular vesicles from symbiotic vaginal lactobacilli inhibit HIV-1 infection of human tissues","Ñahui Palomino RA, Vanpouille C, Laghi L, Parolin C, Melikov K, Backlund P, Vitali B, Margolis L.","Nat Commun. 2019 Dec 11;10(1):5656. doi: 10.1038/s41467-019-13468-9.","Ñahui Palomino RA","Nat Commun","2019","2019/12/13","PMC6906448","","10.1038/s41467-019-13468-9"
"25374774","Noninvasive analysis of metabolic changes following nutrient input into diverse fish species, as investigated by metabolic and microbial profiling approaches","Asakura T, Sakata K, Yoshida S, Date Y, Kikuchi J.","PeerJ. 2014 Oct 28;2:e550. doi: 10.7717/peerj.550. eCollection 2014.","Asakura T","PeerJ","2014","2014/11/07","PMC4217172","","10.7717/peerj.550"
"24703617","The symbiotic intestinal ciliates and the evolution of their hosts","Moon-van der Staay SY, van der Staay GW, Michalowski T, Jouany JP, Pristas P, Javorský P, Kišidayová S, Varadyova Z, McEwan NR, Newbold CJ, van Alen T, de Graaf R, Schmid M, Huynen MA, Hackstein JH.","Eur J Protistol. 2014 Apr;50(2):166-73. doi: 10.1016/j.ejop.2014.01.004. Epub 2014 Jan 31.","Moon-van der Staay SY","Eur J Protistol","2014","2014/04/08","","","10.1016/j.ejop.2014.01.004"
"26709005","The role of the calcium-sensing receptor in gastrointestinal inflammation","Owen JL, Cheng SX, Ge Y, Sahay B, Mohamadzadeh M.","Semin Cell Dev Biol. 2016 Jan;49:44-51. doi: 10.1016/j.semcdb.2015.10.040. Epub 2015 Dec 19.","Owen JL","Semin Cell Dev Biol","2016","2015/12/29","PMC4761506","NIHMS748439","10.1016/j.semcdb.2015.10.040"
"32294424","Agriculture and the Disruption of Plant-Microbial Symbiosis","Porter SS, Sachs JL.","Trends Ecol Evol. 2020 May;35(5):426-439. doi: 10.1016/j.tree.2020.01.006. Epub 2020 Mar 10.","Porter SS","Trends Ecol Evol","2020","2020/04/16","","","10.1016/j.tree.2020.01.006"
"30309946","Microglia and early brain development: An intimate journey","Thion MS, Ginhoux F, Garel S.","Science. 2018 Oct 12;362(6411):185-189. doi: 10.1126/science.aat0474.","Thion MS","Science","2018","2018/10/13","","","10.1126/science.aat0474"
"27878718","Proinflammatory Cytokines as Regulators of Vaginal Microbiota","Kremleva EA, Sgibnev AV.","Bull Exp Biol Med. 2016 Nov;162(1):75-78. doi: 10.1007/s10517-016-3549-1. Epub 2016 Nov 23.","Kremleva EA","Bull Exp Biol Med","2016","2016/11/24","","","10.1007/s10517-016-3549-1"
"26499895","Gut biogeography of the bacterial microbiota","Donaldson GP, Lee SM, Mazmanian SK.","Nat Rev Microbiol. 2016 Jan;14(1):20-32. doi: 10.1038/nrmicro3552. Epub 2015 Oct 26.","Donaldson GP","Nat Rev Microbiol","2016","2015/10/27","PMC4837114","NIHMS771067","10.1038/nrmicro3552"
"31267762","Metaproteomics characterization of the alphaproteobacteria microbiome in different developmental and feeding stages of the poultry red mite Dermanyssus gallinae (De Geer, 1778)","Lima-Barbero JF, Díaz-Sanchez S, Sparagano O, Finn RD, de la Fuente J, Villar M.","Avian Pathol. 2019 Sep;48(sup1):S52-S59. doi: 10.1080/03079457.2019.1635679. Epub 2019 Aug 2.","Lima-Barbero JF","Avian Pathol","2019","2019/07/04","","","10.1080/03079457.2019.1635679"
"34631332","Milk oligosaccharide-mediated cross-feeding between Enterococcus gallinarum and lactobacilli in the gut microbiota of infant rats","Matsui S, Akazawa H, Tsujikawa Y, Fukuda I, Suzuki Y, Yamamoto Y, Mukai T, Shirai Y, Osawa R.","Biosci Microbiota Food Health. 2021;40(4):204-211. doi: 10.12938/bmfh.2021-036. Epub 2021 Aug 11.","Matsui S","Biosci Microbiota Food Health","2021","2021/10/11","PMC8484008","","10.12938/bmfh.2021-036"
"31125425","Dysfunction in the arbuscular mycorrhizal symbiosis has consistent but small effects on the establishment of the fungal microbiota in Lotus japonicus","Xue L, Almario J, Fabiańska I, Saridis G, Bucher M.","New Phytol. 2019 Oct;224(1):409-420. doi: 10.1111/nph.15958. Epub 2019 Jul 2.","Xue L","New Phytol","2019","2019/05/25","PMC6773208","","10.1111/nph.15958"
"26607965","Metagenomic analysis of the microbiota in the highly compartmented hindguts of six wood- or soil-feeding higher termites","Rossmassler K, Dietrich C, Thompson C, Mikaelyan A, Nonoh JO, Scheffrahn RH, Sillam-Dussès D, Brune A.","Microbiome. 2015 Nov 26;3:56. doi: 10.1186/s40168-015-0118-1.","Rossmassler K","Microbiome","2015","2015/11/27","PMC4660790","","10.1186/s40168-015-0118-1"
"25190600","Alterations of intestinal barrier and microbiota in chronic kidney disease","Sabatino A, Regolisti G, Brusasco I, Cabassi A, Morabito S, Fiaccadori E.","Nephrol Dial Transplant. 2015 Jun;30(6):924-33. doi: 10.1093/ndt/gfu287. Epub 2014 Sep 4.","Sabatino A","Nephrol Dial Transplant","2015","2014/09/06","","","10.1093/ndt/gfu287"
"23963908","Extraction protocol for nontargeted NMR and LC-MS metabolomics-based analysis of hard coral and their algal symbionts","Gordon BR, Leggat W, Motti CA.","Methods Mol Biol. 2013;1055:129-47. doi: 10.1007/978-1-62703-577-4_10.","Gordon BR","Methods Mol Biol","2013","2013/08/22","","","10.1007/978-1-62703-577-4_10"
"33826788","Microbial-derived indoles inhibit neutrophil myeloperoxidase to diminish bystander tissue damage","Alexeev EE, Dowdell AS, Henen MA, Lanis JM, Lee JS, Cartwright IM, Schaefer REM, Ornelas A, Onyiah JC, Vögeli B, Colgan SP.","FASEB J. 2021 May;35(5):e21552. doi: 10.1096/fj.202100027R.","Alexeev EE","FASEB J","2021","2021/04/07","PMC8078834","NIHMS1684453","10.1096/fj.202100027R"
