PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31090458","Three probiotic strains exert different effects on plasma bile acid profiles in healthy obese adults: randomised, double-blind placebo-controlled crossover study","Culpepper T, Rowe CC, Rusch CT, Burns AM, Federico AP, Girard SA, Tompkins TA, Nieves C Jr, Dennis-Wall JC, Christman MC, Langkamp-Henken B.","Benef Microbes. 2019 May 28;10(5):497-509. doi: 10.3920/BM2018.0151. Epub 2019 May 15.","Culpepper T","Benef Microbes","2019","2019/05/16","","","10.3920/BM2018.0151"
"34923903","Combined berberine and probiotic treatment as an effective regimen for improving postprandial hyperlipidemia in type 2 diabetes patients: a double blinded placebo controlled randomized study","Wang S, Ren H, Zhong H, Zhao X, Li C, Ma J, Gu X, Xue Y, Huang S, Yang J, Chen L, Chen G, Qu S, Liang J, Qin L, Huang Q, Peng Y, Li Q, Wang X, Zou Y, Shi Z, Li X, Li T, Yang H, Lai S, Xu G, Li J, Zhang Y, Gu Y, Wang W.","Gut Microbes. 2022 Jan-Dec;14(1):2003176. doi: 10.1080/19490976.2021.2003176.","Wang S","Gut Microbes","2022","2021/12/20","PMC8726654","","10.1080/19490976.2021.2003176"
"28800398","A 13-week low glycemic load diet and lifestyle modification program combining low glycemic load protein shakes and targeted nutraceuticals improved weight loss and cardio-metabolic risk factors","Dahlberg CJ, Ou JJ, Babish JG, Lamb JJ, Eliason S, Brabazon H, Gao W, Kaadige MR, Tripp ML.","Can J Physiol Pharmacol. 2017 Dec;95(12):1414-1425. doi: 10.1139/cjpp-2016-0704. Epub 2017 Aug 11.","Dahlberg CJ","Can J Physiol Pharmacol","2017","2017/08/12","","","10.1139/cjpp-2016-0704"
"28868181","Oral spore-based probiotic supplementation was associated with reduced incidence of post-prandial dietary endotoxin, triglycerides, and disease risk biomarkers","McFarlin BK, Henning AL, Bowman EM, Gary MA, Carbajal KM.","World J Gastrointest Pathophysiol. 2017 Aug 15;8(3):117-126. doi: 10.4291/wjgp.v8.i3.117.","McFarlin BK","World J Gastrointest Pathophysiol","2017","2017/09/05","PMC5561432","","10.4291/wjgp.v8.i3.117"
"26516851","Heat Killed Lactobacillus reuteri GMNL-263 Reduces Fibrosis Effects on the Liver and Heart in High Fat Diet-Hamsters via TGF-β Suppression","Ting WJ, Kuo WW, Hsieh DJ, Yeh YL, Day CH, Chen YH, Chen RJ, Padma VV, Chen YH, Huang CY.","Int J Mol Sci. 2015 Oct 28;16(10):25881-96. doi: 10.3390/ijms161025881.","Ting WJ","Int J Mol Sci","2015","2015/10/31","PMC4632831","","10.3390/ijms161025881"
"25320181","Exopolysaccharide-producing probiotic Lactobacilli reduce serum cholesterol and modify enteric microbiota in ApoE-deficient mice","London LE, Kumar AH, Wall R, Casey PG, O'Sullivan O, Shanahan F, Hill C, Cotter PD, Fitzgerald GF, Ross RP, Caplice NM, Stanton C.","J Nutr. 2014 Dec;144(12):1956-62. doi: 10.3945/jn.114.191627. Epub 2014 Oct 15.","London LE","J Nutr","2014","2014/10/17","","","10.3945/jn.114.191627"
"35334879","Bifidobacterium breve and Bifidobacterium longum Attenuate Choline-Induced Plasma Trimethylamine N-Oxide Production by Modulating Gut Microbiota in Mice","Wang Q, Guo M, Liu Y, Xu M, Shi L, Li X, Zhao J, Zhang H, Wang G, Chen W.","Nutrients. 2022 Mar 14;14(6):1222. doi: 10.3390/nu14061222.","Wang Q","Nutrients","2022","2022/03/26","PMC8950610","","10.3390/nu14061222"
"28409534","Bifidobacterium animalis subsp. lactis 420 mitigates the pathological impact of myocardial infarction in the mouse","Danilo CA, Constantopoulos E, McKee LA, Chen H, Regan JA, Lipovka Y, Lahtinen S, Stenman LK, Nguyen TV, Doyle KP, Slepian MJ, Khalpey ZI, Konhilas JP.","Benef Microbes. 2017 Apr 26;8(2):257-269. doi: 10.3920/BM2016.0119. Epub 2017 Apr 14.","Danilo CA","Benef Microbes","2017","2017/04/15","PMC5815367","NIHMS941364","10.3920/BM2016.0119"
"25630805","The relationship between colonization of Oxalobacter formigenes serum oxalic acid and endothelial dysfunction in hemodialysis patients: from impaired colon to impaired endothelium","Turkmen K, Erdur FM.","Med Hypotheses. 2015 Mar;84(3):273-5. doi: 10.1016/j.mehy.2015.01.010. Epub 2015 Jan 19.","Turkmen K","Med Hypotheses","2015","2015/01/30","","","10.1016/j.mehy.2015.01.010"
"23671271","Therapeutic effect of probiotic dahi on plasma, aortic, and hepatic lipid profile of hypercholesterolemic rats","Mohania D, Kansal VK, Shah D, Nagpal R, Kumar M, Gautam SK, Singh B, Behare PV.","J Cardiovasc Pharmacol Ther. 2013 Sep;18(5):490-7. doi: 10.1177/1074248413487431. Epub 2013 May 12.","Mohania D","J Cardiovasc Pharmacol Ther","2013","2013/05/15","","","10.1177/1074248413487431"
"26298752","The effects of postexercise consumption of a kefir beverage on performance and recovery during intensive endurance training","O'Brien KV, Stewart LK, Forney LA, Aryana KJ, Prinyawiwatkul W, Boeneke CA.","J Dairy Sci. 2015 Nov;98(11):7446-9. doi: 10.3168/jds.2015-9392. Epub 2015 Aug 20.","O'Brien KV","J Dairy Sci","2015","2015/08/24","","","10.3168/jds.2015-9392"
"25538960","Cholesterol-lowering potentials of lactic acid bacteria based on bile-salt hydrolase activity and effect of potent strains on cholesterol metabolism in vitro and in vivo","Tsai CC, Lin PP, Hsieh YM, Zhang ZY, Wu HC, Huang CC.","ScientificWorldJournal. 2014;2014:690752. doi: 10.1155/2014/690752. Epub 2014 Nov 3.","Tsai CC","ScientificWorldJournal","2014","2014/12/25","PMC4235975","","10.1155/2014/690752"
"23690854","Intake of Blueberry Fermented by Lactobacillus plantarum Affects the Gut Microbiota of L-NAME Treated Rats","Xu J, Ahrén IL, Prykhodko O, Olsson C, Ahrné S, Molin G.","Evid Based Complement Alternat Med. 2013;2013:809128. doi: 10.1155/2013/809128. Epub 2013 Apr 9.","Xu J","Evid Based Complement Alternat Med","2013","2013/05/22","PMC3638594","","10.1155/2013/809128"
"33987818","In Vitro and In Vivo Cholesterol Reducing Ability and Safety of Probiotic Candidates Isolated from Korean Fermented Soya Beans","Daliri EB, Kim Y, Do Y, Chelliah R, Oh DH.","Probiotics Antimicrob Proteins. 2022 Feb;14(1):87-98. doi: 10.1007/s12602-021-09798-0. Epub 2021 May 13.","Daliri EB","Probiotics Antimicrob Proteins","2022","2021/05/14","","","10.1007/s12602-021-09798-0"
"27903092","Habitual intake of fermented milk products containing Lactobacillus casei strain Shirota and a reduced risk of hypertension in older people","Aoyagi Y, Park S, Matsubara S, Honda Y, Amamoto R, Kushiro A, Miyazaki K, Shephard RJ.","Benef Microbes. 2017 Feb 7;8(1):23-29. doi: 10.3920/BM2016.0135. Epub 2016 Dec 1.","Aoyagi Y","Benef Microbes","2017","2016/12/02","","","10.3920/BM2016.0135"
